job_title,company_name,position_type,job_location,skills,experience
Consulting - BO - Cloud Engineering - Senior Consultant - AWS Data Engineer,Deloitte,Full time,"Bengaluru / Bangalore, India","Athena,Airflow,AWS Lamba,RDS/Aurora,CodeCommit,CodePipeline",5-8 Years
"Senior Data Engineer, EF Data and Analytics Product Enablement",Bristol Myers Squibb,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Data Pipelines,Data Sets,Fast Paced Environment,Vendor Management",5-7 Years
Data_Engineer_EAC,Robert Bosch,Full time,India,"cloud resources,apache hadoop cluster systems,infrastructure as code",4-6 Years
BU IDS - Dynamic Targeting - Sr Data Engineer,Eli Lilly And Company,Full time,Bengaluru / Bangalore,"glue,Analytics,data acquisition,business intelligence,athena,Data Management",7-9 Years
"Deputy Director,Delivery Lead/ Data Engineer",PepsiCo,Full time,"Hyderabad / Secunderabad, Telangana, India","R,Alation,er/studio,Erwin,Denodo,Databricks,Data Warehousing",5-10 Years
Senior Data Engineer,Kyndryl,Full time,"Bengaluru / Bangalore, India","data pipelines,event / streaming services,data models,API interfaces",2-4 Years
Manager_Lead_Data Engineer_Pune,Vodafone,Full time,Pune,"Java,Data Manipulation,Data Modelling,Scala,Data Warehousing",2-5 Years
Consulting - BO - Cloud Engineering - Senior Consultant - AWS Data Engineer,Deloitte,Full time,"Bengaluru / Bangalore, India","Athena,Airflow,AWS Lamba,RDS/Aurora,CodeCommit,CodePipeline",5-8 Years
"Data Engineer, Python Developer, GCP/Senior Software Engineer/Pune/GDT : 0000JEYX",HSBC,Full time,"Pune, India","big query,data studio,python,Hive,hadoop,Tableau,Gcp",0-2 Years
BU IDS - Dynamic Targeting - Sr Data Engineer,Eli Lilly And Company,Full time,Bengaluru / Bangalore,"changing circumstances,Interpersonal Skills,Business Processes,multiple tasks",3-6 Years
Senior Data Engineer,Kyndryl,Full time,"Bengaluru / Bangalore, India","data pipelines,event / streaming services,data models,API interfaces",2-4 Years
"Data Engineer, Data Engineering",Atlassian,Full time,Bengaluru / Bangalore,"Airflow,Python,Sql,Databricks,Mongo Db,Dynamo Db,Postgres",5-7 Years
Big Data Engineer,Hexaware Technologies Limited,Full time,Noida,"Azure ADF,Azure data flow,Azure Data Lake gen2,Big Data,Azure Data Bricks",4-12 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,Thiruvananthapuram / Trivandrum,"Azure Data Engineer,Data Bricks,Pyspark",10-12 Years
Looking for Data Engineer Part/Full time Trainers who are interested in providing training.,Quality Thought Infosystems (India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","snowflake,Airflow,Synopsis,Gcp,Cloud,AWS,Azure,Data Base",8-15 Years
Data Engineer Neo4J. Permanent WFH,Aventures Corporate Solutions,"Work From Home, Full time",Remote,"Neo4j,hadoop,Spark,Sql,python",3-9 Years
Looking for Cloud Data Engineer Offline Trainers to providing training,Quality Thought Infosystems (India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","snowflake,Airflow,Synopsis,Gcp,Cloud,AWS,Azure,Data Base",8-18 Years
Data Engineer,Encora Innovation Labs India Private Limited,Full time,Remote,"Data Engineer,Sql,Big Data,Apache Nifi,Spark,Kafka,HBase",6-12 Years
Specialist-Data Engineer/Bigdata,Alphacom Systems and Solutions Priavte Limited,Full time,"Bengaluru / Bangalore, Pune","Big Data Developer,Spark,Pyspark,Hive,Hadoop",4-9 Years
AWS Data Engineer,Inumellas Consultancy Services Private Limited,Full time,"Hyderabad / Secunderabad, Telangana, Pune","Data bricks,Python,Pyspark,Sql,AWS,Aws Cloud,Databricks",6-12 Years
Data Engineer,LTIMindtree Limited,Full time,Mumbai,"Odi,Data Engineer,Data Warehouse",3-8 Years
BU IDS - Dynamic Targeting - Sr Data Engineer,Eli Lilly And Company,Full time,Bengaluru / Bangalore,"glue,Analytics,data acquisition,business intelligence,athena,Data Management",7-9 Years
Senior Data Engineer,Technogen India Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","Etl,Informatica,Dataware Housing,Dwh,Python,Spark",5-8 Years
Data Engineer,Moofwd Inc,Full time,Pune,"Data Engineer,Python,Spark,Java,Scala,Hadoop",5-14 Years
Azure Data Engineer,Anlage Infotech India Private Limited,"Contract Job, Part time",Bengaluru / Bangalore,"azure data engineer,ADLS,Data Engineer,data engineering,Azure",6-12 Years
AWS Data Engineer,Capgemini Technology Services India Limited,"Jobs for Women, Full time","Hyderabad / Secunderabad, Telangana, Pune","Glue,AWS,Amazon Web Services,Lambda,Etl,Python",6-12 Years
Big Data Engineer,Macropace Technologies,Full time,Bengaluru / Bangalore,"Hadoop cluster,Hadoop v2,HDFS,H2O,micro-web services Java programming",3-6 Years
DATA ENGINEER with Python and Scala 5 to 8+ years of experience,Ibronix Technology Solutions Private Limited,Full time,Chennai,"Snow Flake,Data Engineer,DATA PIPELINE,PYTHON,Scala,Gcp,BigQuery",4-12 Years
Data Engineer,Leverage Business Solutions Private Limited,Full time,Bengaluru / Bangalore,"R,Python,data engineering,Sql,Cloud,Software Engineering,Spark",4-8 Years
Data Engineer and MLOPS,Capgemini Technology Services India Limited,Full time,Pune,"ml stack,Machine Learning,Data Science,Python,AWS",5-10 Years
Data Engineer,D Square Consulting Services Private Limited,Full time,Bengaluru / Bangalore,"Python,Bi Tools,Tableau,Sql,Java",5-10 Years
Azure Data Engineer,Intuitive Apps India Private Limited,Full time,"Bengaluru / Bangalore, Gurgaon / Gurugram","Azure Data Factory,Azure,Databricks,Etl,SSIS,Pyspark",6-11 Years
Azure Data Engineer,Capgemini Technology Services India Limited,"Jobs for Women, Full time","Hyderabad / Secunderabad, Telangana, Pune","snowflake,Azure Databricks,Azure Data Factory,Azure,python,Sql",6-12 Years
Big Data Engineer,Hexaware Technologies Limited,Full time,Chennai,"Azure ADF,Databricks,Pyspark,Python",4-12 Years
GCP Data Engineer,Aspire Systems India Private Limited,Full time,"Bengaluru / Bangalore, Chennai","GCP cloud,Data Flow,Gcp,BigQuery,Data Engineer",5-12 Years
data engineer,Changeleaders Consulting Private Limited,Full time,"Bengaluru / Bangalore, Hyderabad / Secunderabad, Telangana","snowflake,Python,Spark,AWS,Etl,Sql",9-19 Years
Senior Data Engineer,Technogen India Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","Etl,Informatica,Dataware Housing,Dwh,Python,Spark",5-8 Years
Senior Data Engineer,White Horse Manpower Consultancy Private Limited,Full time,"Bengaluru / Bangalore, Hyderabad / Secunderabad, Telangana","Semarchy MDM,Informatica Mdm,Linux Shell Scripting",6-10 Years
Azure Data Engineer,Conneqt Business Solutions Limited,Full time,Bengaluru / Bangalore,"Adls,Gen2,Azure Data Factory,Pyspark,Azure Databricks,Sql",3-8 Years
Looking for Cloud Data Engineer Offline Trainers to providing training,Quality Thought Infosystems (India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","snowflake,Airflow,Synopsis,Gcp,Cloud,AWS,Azure,Data Base",8-18 Years
Big Data Engineer,Company name confidential,"Jobs for Women, Full time","Bengaluru / Bangalore, Chennai","Python,Pyspark,AWS",8-13 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,Thiruvananthapuram / Trivandrum,"Azure Data Engineer,Data Bricks,Pyspark",10-12 Years
Looking for Data Engineer Part/Full time Trainers who are interested in providing training.,Quality Thought Infosystems (India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","snowflake,Airflow,Synopsis,Gcp,Cloud,AWS,Azure,Data Base",8-15 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,"Bengaluru / Bangalore, Chennai","Azure data Engineer,Synapse,Adf,Pyspark,Sql,Databricks",4-6 Years
Data Engineer,Talent Imperii,Full time,Bengaluru / Bangalore,Data Engineer; Data transformation; data manipulation; data cleaning; ETL pipelines; Python; SQL; nosql;azure,5-6 Years
Graph Data Engineer,Talpro India Private Limited,Full time,Bengaluru / Bangalore,"Graph Data Engineer,Neo 4j,Graph data,GCP stacks,GCS,Neo Dash",3-5 Years
Snowflake Data Engineer,Aspire Systems India Private Limited,Full time,"Bengaluru / Bangalore, Chennai","Snow Flake,snow pipes,matillion,Datawarehousing,Etl,Data Ware Housing",6-12 Years
Data Engineer,LTIMindtree Limited,Full time,Mumbai,"Odi,Data Engineer,Data Warehouse",3-8 Years
Data Engineer,InfoVision Labs India Private Limited,Full time,"Bengaluru / Bangalore, Pune","OLAP Data Warehouse,Teradata,Data Engineer,Oracle,Sql,Python",5-9 Years
Big Data Engineer,Hexaware Technologies Limited,Full time,"Bengaluru / Bangalore, Pune","Azure ADF,Azure data flow,Azure Data Lake gen2,Big Data,Azure Data Bricks",4-12 Years
Big Data Engineer,Macropace Technologies,Full time,Bengaluru / Bangalore,"Big Data,Microservices,hadoop",3-5 Years
Hiring for Data Engineer,Company name confidential,Full time,Bengaluru / Bangalore,Data Engineer,5-10 Years
Cloud Data Engineer (AWS),Edu Angels India Private Limited,Full time,"Mumbai, Mumbai City, Navi Mumbai","Airflow,Big Data Engineer,Python,Data Engineer,AWS,S3,Redshift",4-9 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,Thiruvananthapuram / Trivandrum,"Azure Data Engineer,Data Bricks,Pyspark",10-12 Years
Data Engineer,Sign On Solutions Private Limited,Full time,"Bengaluru / Bangalore, Hyderabad / Secunderabad, Telangana","Nympy,Python,AWS,Pandas,Redshift,Ec2,Emr",3-12 Years
Data Engineer,Talent Imperii,Full time,Bengaluru / Bangalore,Data Engineer; Data transformation; data manipulation; data cleaning; ETL pipelines; Python; SQL; nosql;azure,5-6 Years
Senior Data Engineer,Technogen India Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","Etl,Informatica,Dataware Housing,Dwh,Python,Spark",5-8 Years
Data Engineer,Leverage Business Solutions Private Limited,Full time,Bengaluru / Bangalore,"R,Python,data engineering,Sql,Cloud,Software Engineering,Spark",4-8 Years
Data Engineer,InfoVision Labs India Private Limited,Full time,"Bengaluru / Bangalore, Pune","OLAP Data Warehouse,Teradata,Data Engineer,Oracle,Sql,Python",5-9 Years
Looking for Cloud Data Engineer Offline Trainers to providing training,Quality Thought Infosystems (India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","snowflake,Airflow,Synopsis,Gcp,Cloud,AWS,Azure,Data Base",8-18 Years
Looking for Data Engineer Part/Full time Trainers who are interested in providing training.,Quality Thought Infosystems (India) Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","snowflake,Airflow,Synopsis,Gcp,Cloud,AWS,Azure,Data Base",8-15 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,"Gurgaon / Gurugram, Noida","SQL Server,Azure,Adf",4-8 Years
Data Engineer,Company name confidential,"Jobs for Women, Full time","Bengaluru / Bangalore, Noida","Hadoop,Pyspark,Sql,Azure",4-7 Years
Data Engineer,LTIMindtree Limited,Full time,Mumbai,"Odi,Data Engineer,Data Warehouse",3-8 Years
Graph Data Engineer,Talpro India Private Limited,Full time,Bengaluru / Bangalore,"Graph Data Engineer,Neo 4j,Graph data,GCP stacks,GCS,Neo Dash",3-5 Years
Data Engineer,Growel Softech Private Limited,Full time,"Cochin / Kochi / Ernakulam, Thiruvananthapuram / Trivandrum","Azure Databricks,Azure,Sparksql,PostgreSQL",7-9 Years
Data Engineer,Mspc Services Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","AWS,Azure,Python,Sql,Databricks,Datamodelling",6-10 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,"Gurgaon / Gurugram, Noida","SQL Server,Azure,Adf",4-8 Years
2nd Line Data Engineer 15454 (Job Code : J46902),Sampoorna Consultants Private Limited,Full time,Gurgaon / Gurugram,OSPF/BGP,3-6 Years
"GCP,data engineer,AWS Cloud, , 5 - 11 years",A&S Software Technologies,Full time,Gurgaon / Gurugram,"Gcp,Data Engineer,Aws Cloud",5-11 Years
Data Engineer - Power BI,Hexacorp Technical Services Private Limited,Full time,Chennai,"Power Bi,Sql,Dax,Data Engineer",6-15 Years
Azure Data Engineer,Intuitive Apps India Private Limited,Full time,"Bengaluru / Bangalore, Gurgaon / Gurugram","Azure Data Factory,Azure,Databricks,Etl,SSIS,Pyspark",6-11 Years
Senior Data Engineer,Technogen India Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","Etl,Informatica,Dataware Housing,Dwh,Python,Spark",5-8 Years
Urgent Required Data Engineer,Serendipity Corporate Services,"Work From Home, Full time","Hyderabad / Secunderabad, Telangana, Pune","AWS Glue,Aws Lambda,Python,Pyspark",5-12 Years
Azure Data Engineer,Capgemini Technology Services India Limited,Full time,Thiruvananthapuram / Trivandrum,"Azure Data Engineer,Data Bricks,Pyspark",10-12 Years
SENIOR DATA ENGINEER,Forte Recruitment Services (opc) Private Limited,"Work From Home, Full time","Bengaluru / Bangalore, Cochin / Kochi / Ernakulam","Glue,Airflow,Deployment,AWS,Lambda,Python",5-10 Years
AWS Data Engineer,Capgemini Technology Services India Limited,"Jobs for Women, Full time","Hyderabad / Secunderabad, Telangana, Pune","Glue,AWS,Amazon Web Services,Lambda,Etl,Python",6-12 Years
Senior Data Engineer,Technogen India Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","Etl,Informatica,Dataware Housing,Dwh,Python,Spark",5-8 Years
"data engineer,GCP, , 4 - 12 years",A&S Software Technologies,Full time,Gurgaon / Gurugram,"Data Engineer,Gcp",4-12 Years
Azure Data Engineer,Ltimindtree Limited,Full time,"Hyderabad / Secunderabad, Telangana","Azure,Databricks",2-6 Years
Data Engineer,Mspc Services Private Limited,Full time,"Hyderabad / Secunderabad, Telangana","AWS,Azure,Python,Sql,Databricks,Datamodelling",6-10 Years
Cloud Data Engineer (AWS),Edu Angels India Private Limited,Full time,"Mumbai, Mumbai City, Navi Mumbai","Airflow,Big Data Engineer,Python,Data Engineer,AWS,S3,Redshift",4-9 Years
Data Engineer with Uipath,Quess IT Staffing (Formerly known as Magna Infotech),Full time,Bengaluru / Bangalore,"Data Processing,Big Data,Ui Path,Sql,Phython",5-10 Years
Sr Azure Data Engineer,ICube Consulting Services India Private Limited,Full time,Bengaluru / Bangalore,"Databrics,ADLS,Synapse,Azure Data Engineer,Pyspark,Azure Data Factory",3-8 Years
Senior Data Engineer,Barclays,Full time,Pune,"Data Science,Hadoop,Python,Scala,Pyspark,Machine Learning",6-8 Years
DATA ENGINEER with Python and Scala 5 to 8+ years of experience,Ibronix Technology Solutions Private Limited,Full time,Chennai,"Snow Flake,Data Engineer,DATA PIPELINE,PYTHON,Scala,Gcp,BigQuery",4-12 Years
Data Engineer- Batch,Barclays,Full time,Chennai,"r,hdfs,Hive,Impala,Ab-initio,Pandas,Etl,Big Data,unix,python",5-7 Years
"MTS, Data Engineer",PayPal,Full time,"Bengaluru / Bangalore, India","Mr,Big Data,Pig,Sql,Hive,Java,Python,Hadoop,Spark,Spark Streaming",4-10 Years
Azure Data Engineer,Anlage Infotech India Private Limited,"Contract Job, Part time",Bengaluru / Bangalore,"azure data engineer,ADLS,Data Engineer,data engineering,Azure",6-12 Years
Sr Azure Data Engineer,Company name confidential,"Jobs for Women, Full time",Pune,"Data Processing,databrick,Data Structures,Data Mining,Database",5-7 Years
Data Engineer,D Square Consulting Services Private Limited,Full time,Bengaluru / Bangalore,"Tableau/Power BI,Python,Sql,Excel",5-15 Years
Immediate Vacancies Software developer Testing UI/UX developers Data Engineer ETL Developer,Diraa HR Services,Full time,"Coimbatore, Erode","Test Analyst,Software Test Engineer,Developer,ETL Developer,Informatica Developer",0-5 Years
Python Data Engineer,Citi,Full time,"Pune, India","PyArrow,Python,Sql,Unix,Apache Airflow,Bitbucket",9-12 Years
DATA Engineer Data Pipeline Python Developer SCALA GCP Snow Flake,Ibronix Technology Solutions Private Limited,Full time,Chennai,"Snow Flake,Python,Scala,Gcp,BigQuery",8-13 Years
Azure Data Engineer,Capgemini Technology Services India Limited,"Jobs for Women, Full time","Hyderabad / Secunderabad, Telangana, Pune","snowflake,Azure Databricks,Azure Data Factory,Azure,python,Sql",6-12 Years
Data Engineer with DAG GCP Python,SPN Globe,Full time,Pune,"Airflow,DAG,data models,Relational DB,Gcp,Python,Sql Database",5-10 Years
Big Data Engineer,Hexaware Technologies Limited,Full time,Chennai,"Big Data Azure ADF,Databricks,Pyspark,Python",4-12 Years
Data Engineer Real Time,Barclays,Full time,Chennai,"DevOps Pipelines,GrpahQL,Flink,Apache Sprak,Java,Kafka,Gradle",1-3 Years
Data Engineer- Batch,Barclays,Full time,Chennai,"Teradata,r,hdfs,Hive,Impala,Ab-initio,Data Governance,Pandas",5-8 Years
Growth_Comm.Banking_Data Engineer_NCT_Pune,Deutsche Bank,Full time,"Pune, India","Newman,Karate,Hp Alm,Javascript,Node.js,Java,Postman",0-2 Years
Data Engineer - Batch,Barclays,Full time,Chennai,"Data Analysis,Ab-initio,cloud,Data Modelling,python,Scala,Spark",5-7 Years
GCP Data Engineer,Vodafone,Full time,Pune,"Data Modelling,Data Warehousing,Java,Data Manipulation,Python",2-5 Years
Associate Data Engineer,Micron Semiconductor Asia Operations Pte. Ltd,Full time,"Hyderabad / Secunderabad, Telangana, India",,Fresher
Legal Data Engineer,Citi,Full time,"Mumbai, India","cd,Cypress,Java,Openshift,Ci,Vue,Maven,CSS,Gradle",5-10 Years
Data Engineer Real Time,Barclays,Full time,Chennai,"DevOps Pipelines,Java,AWS,Apache Flink,Apache Spark,Gradle",0-2 Years
Senior Big Data Engineer,Citi,Full time,"Chennai, India","logical modelling,Bigdata,Sql,Scrum,MSTR,Agile,Impala,BI",5-9 Years
Senior big data engineer,Barclays,Full time,Pune,"analytical,Problem Solving,communication,Organizational,Hive",4-7 Years
Data Engineer,Barclays,Full time,Pune,"Teradata,Sql,Unix,Oracle,Big Data,Hadoop,Ab-initio,Spark",0-2 Years
Data Engineer,Vodafone,Full time,Pune,"Oracle Sql,Unix Shell Scripting,Python,Ms Sql Server,Spark",3-5 Years
